"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Aeronautical Information Service (AIS)","010.08 Q0011","Which information product can be used to announce permanent changes to the Aeronautical Information Publication (AIP)?","AIP amendment","AIP supplement","Choosing the appropriate product is up to each Aeronautical Information Service (AIS) provider","AIP amendment or supplement, depending on the extent of changes","AIP amendment","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0012","Which change to the Aeronautical Information Publication (AIP) can be issued as an AIP supplement? Select the most complete answer.","All Answer is correct","A change of three months’ duration","All answers are correct","A change of three weeks’ duration, containing a considerable amount of text or graphics","All Answer is correct","Merged"
"Aeronautical Information Service (AIS)","010.08 Q0013","Which kind of information can be issued as NOTAMs? Select the most complete answer.","All answers are correct","Information on temporary changes to aeronautic services and facilities","Information on short-duration changes to aeronautic procedures and services","Information on permanent changes to aeronautic procedures and facilities, which are introduced at short notice","All answers are correct","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0014","What type of NOTAM can be used to inform about the condition of the surface of the aerodrome’s movement area?","SNOWTAM","ICETAM","Warning NOTAM","Trigger NOTAM","SNOWTAM","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0015","For how long is a SNOWTAM valid?","For a maximum of 8 hours","For a maximum of 24 hours","Duration of SNOWTAM’s validity is not regulated","Duration of SNOWTAM’s validity depends on the severity of weather conditions","For a maximum of 8 hours","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0016","For how long is an ASHTAM valid?","For a maximum of 24 hours","For a maximum of 48 hours","For a maximum of 8 hours","Duration of ASHTAM’s validity is not regulated","For a maximum of 24 hours","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0017","How long are the intervals between consecutive effective dates of changes issued under the Aeronautical Information Regulation and Control (AIRAC)?","28 days","56 days","1 month","6 months","28 days","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0018","Which information products can be issued under the Aeronautical Information Regulation and Control (AIRAC)? Select the most complete answer.","AIP amendments and supplements","AIP amendments and Aeronautical Information Circulars (AICs)","Aeronautical Information Circulars (AICs) and AIP supplements","All answers are correct","AIP amendments and supplements","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0019","Information under the Aeronautical Information Regulation and Control (AIRAC), which concerns major changes, qualifies for early distribution. How long before the effective date should such information reach recipients?","56 days","42 days","70 days","28 days","56 days","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0020","Which kind of information can be published as Aeronautical Information Circulars (AICs)?","Explanations concerning legislative and administrative issues","Operationally significant aeronautical data","Changes to aeronautic facilities introduced at short notice","No other answer is correct","Explanations concerning legislative and administrative issues","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0021","How often should a checklist of all Aeronautical Information Circulars (AICs) currently in force be published?","At least once a year","At least twice a year","Once every three months","Frequency of AICs’ publication is not regulated","At least once a year","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0022","Pre-flight information regarding which Flight Information Region (FIRs) must be provided to every aircraft? Select the most complete answer.","The FIRs of departure and every FIR adjacent to it","The FIRs of departure and every FIR adjacent to it","The FIRs of departure and landing and every FIR adjacent to them","All FIRs covering the territory of the state of departure","The FIRs of departure and every FIR adjacent to it","PDF"
"Aeronautical Information Service (AIS)","010.08 Q0023","What is typically included in the Pre-flight Information Bulletin (PIB)? Select the most complete answer.","Operationally significant NOTAMs","All answer are correct","Weather charts and maps","Aeronautical information published under Aeronautical Information Regulation and Control (AIRAC)","Operationally significant NOTAMs","Evionica"
"Aeronautical Information Service (AIS)","010.08 Q0024","Which post-flight information regarding flights ending at international airports should be collected from the flight crew and distributed by the AIS unit? Select the most complete answer.","All answers are correct","No other answer is correct","Information about the operation of navigation facilities and services","Information about the presence of wildlife hazards","All answers are correct","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0001","The aerodrome reference code is 3E. What should be the reference field length of an aircraft which is willing to land on such an aerodrome?","From 1,200 m up to (but not including) 1,800 m","From 1,500 m up to (but not including) 2,100 m","From 800 m up to (but not including) 1,200 m","From 1,800 m up to (but not including) 2,500 m","From 1,200 m up to (but not including) 1,800 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0002","The aerodrome reference code is 2C. Which of the following statements is true? Select the most complete answer.","The aerodrome is suitable for all aircraft with a wingspan of 30 m, main gear span of 7 m, and a reference field length of 800 m","The aerodrome is suitable for all aircraft with a wingspan of 36 m, main gear span of 9 m, and a reference field length of 800 m","All answers are correct","The aerodrome is suitable for all aircraft with a wingspan of 30 m, main gear span of 9 m, and a reference field length of 1,100 m","The aerodrome is suitable for all aircraft with a wingspan of 30 m, main gear span of 7 m, and a reference field length of 800 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0003","The aerodrome reference code is 3E. What should be the wingspan of an aircraft which is willing to land on such an aerodrome?","From 52 m up to (but not including) 65 m","From 65 m up to (but not including) 80 m","From 24 m up to (but not including) 36 m","From 36 m up to (but not including) 52 m","From 52 m up to (but not including) 65 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0004","What is an aerodrome reference point?","The designated aerodrome’s geographical location","The location of the pre-flight altimeter check facility","The geographical location of a threshold","The elevation of the highest point within the area of an aerodrome","The designated aerodrome’s geographical location","PDF"
"Aerodromes – Part 1","010.09 Part 1 Q0005","A PCN of a taxiway is 50/R/A/W/U. Is an aircraft with an ACN of 40 allowed to use this taxiway?","Yes, such an aircraft is always allowed to use this taxiway","No, such an aircraft is not allowed to use this taxiway","Yes, provided that the taxiway is not contaminated","Yes, but only during the daytime","Yes, such an aircraft is always allowed to use this taxiway","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0006","A PCN of a taxiway is 45/F/B/X/U. Which of the following statement is true?","The taxiway is suitable for all aircraft with the ACN of 37 and tyre pressure of 1,44 MPa","MPa","The taxiway is suitable for an aircraft with the ACN of 45 and tyre pressure of 1.81","The taxiway is suitable for an aircraft with the ACN of 35 and tyre pressure of 1.79","The taxiway is suitable for all aircraft with the ACN of 37 and tyre pressure of 1,44 MPa","PDF"
"Aerodromes – Part 1","010.09 Part 1 Q0007","A PCN of a taxiway is 30/F/C/Y/U. Which of the following statement is true?","The taxiway is of flexible design, and it can support the maximum tyre pressure of 1.25 MPa","The taxiway is of rigid design, and it can support the maximum tyre pressure of 1.25 MPa","The taxiway is of flexible design, and it can support the maximum tyre pressure of 1.75 MPa","The taxiway is of rigid design, and it can support the maximum tyre pressure of 1.75 MPa","The taxiway is of flexible design, and it can support the maximum tyre pressure of 1.25 MPa","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0008","What does the abbreviation ‘ACN’ mean?","Aircraft Classification Number","Airport Class Number","Aircraft Code Number","Aerodrome Classification Number","Aircraft Classification Number","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0009","The derived load of a single wheel of an aircraft with a tyre pressure of 1.25 MPa is 22,000 kg. What is an ACN of such an aircraft?","44","66","22","88","44","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0010","What is a Stopway (SWY)?","A rectangular area at the end of the runway used by aircraft only in case of abandoned take-off or other emergencies","A rectangular area at the end of the runway, where taking off or landing aircraft can stop","A rectangular area at the beginning of the runway that may only be used during the take-off of an aircraft","A rectangular area beyond the paved runway where aircraft perform a portion of their initial climb to a specific height","A rectangular area at the end of the runway used by aircraft only in case of abandoned take-off or other emergencies","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0011","What is the minimum required width of a Stopway (SWY)?","At least the same as the width of the associated runway","At least the same as the double width of the associated runway","The same as the width of the associated Clearway (CWY)","The same as the width of the associated runway strip","At least the same as the width of the associated runway","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0012","Which of the following is a rectangular area beyond the paved runway where aircraft perform a portion of their initial climb to a specific height?","Clearway (CWY)","Stopway (SWY)","Runway strip","RESA","Clearway (CWY)","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0013","The clearway (CWY) cannot be longer than _____, and it should extend at least _____ on both sides of the runway centre line.","50% of the TORA; 75 m","50% of the TODA; 75 m","50% of the TORA; 60 m","50% of the TODA; 60 m","50% of the TORA; 75 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0014","What is correct regarding a Stopway (SWY)? Select the most complete answer.","All answers are correct","When looking from a Stopway (SWY), it is located right before the beginning of the LDA","When looking towards a Stopway (SWY), it is located right before the end of the ASDA","When looking towards a Stopway (SWY), it is located right beyond the TORA","All answers are correct","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0015","Which of the following runway declared distances are affected by a displaced threshold?","Only LDA","TORA and TODA","LDA and ASDA","Only ASDA","Only LDA","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0016","What is an ASDA?","The distance between the beginning of the take-off run and the end of a stopway (SWY)","The length of the take-off run available (TORA) plus the length of a clearway (CWY), if provided","The length of runway declared available and suitable for landing (LDA)","The length of the take-off distance available (TODA)","The distance between the beginning of the take-off run and the end of a stopway (SWY)","Merged"
"Aerodromes – Part 1","010.09 Part 1 Q0017","What is a TODA?","The TORA plus the length of a Clearway (CWY), if provided","The TORA plus the length of a Stopway (SWY), if provided","The length of that part of the runway that is suitable for the ground run of an aircraft","The length of a runway that is declared to be available and suitable for the ground run of taking off aircraft","The TORA plus the length of a Clearway (CWY), if provided","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0018","In what situation all four declared distances have the same length?","When a threshold of a runway is not displaced, and there is no Stopway (SWY) and Clearway (CWY)","When a threshold of a runway is displaced, and there is no Stopway (SWY), but Clearway (CWY) is available","When a threshold of a runway is displaced, and there is no Clearway (CWY), but Stopway (CWY) is available","When a threshold of a runway is not displaced, but Stopway (SWY) and Clearway (CWY) are available","When a threshold of a runway is not displaced, and there is no Stopway (SWY) and Clearway (CWY)","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0019","When may the term ‘FROST’ be used to describe the runway surface condition?","When the directional control and braking deceleration are observed to be normal, and when the runway braking action is reported by pilots to be good","When either the directional control or braking deceleration is observed to be between good and medium, so does the runway braking action reported by pilots","When the directional control or braking deceleration is observed to be between medium and poor, so does the runway braking action reported by pilots","When the directional control or braking deceleration is observed to be noticeably reduced, and when the runway braking action is reported by pilots to be medium","When the directional control and braking deceleration are observed to be normal, and when the runway braking action is reported by pilots to be good","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0020","When may the term ‘DRY SNOW’ be used to describe the runway surface condition?","When it is not possible to make a snowball from snow readily","When a well-compacted solid snowball can be made from snow","When the snow has very low water content","When the specific mass of the snow is less than 0.5 grams per cubic metre","When it is not possible to make a snowball from snow readily","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0021","When the term ‘COMPACTED SNOW’ is used to describe the runway surface condition, the RWYCC might be assessed as _____.","3 or 4","2 or 3","2 or 4","4 or 5","3 or 4","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0022","When the Runway Condition Code (RWYCC) is 3, which term can be used to describe the runway surface condition?","No other answer is correct","Slush","Ice","Standing water","No other answer is correct","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0023","When the directional control or braking deceleration is observed to be significantly reduced, and when the runway braking action is reported by pilots to be poor, which term can be used to describe the runway surface condition?","ICE","WET ICE","STANDING WATER","WET","ICE","PDF"
"Aerodromes – Part 1","010.09 Part 1 Q0024","Which of the following statements is true? Select the most complete answer.","The term 'WET ICE' is used to describe the runway surface condition when the runway surface condition when the runway braking action is reported by pilots to be less than poor","All answers are correct","When the term ‘WET SNOW’ is used to describe the runway surface condition, the layer of water lying on top of the ice must be at least 3 mm high","The term ‘WET ICE’ is used to describe the runway surface condition when the runway braking action is reported by pilots to be less than poor","The term 'WET ICE' is used to describe the runway surface condition when the runway surface condition when the runway braking action is reported by pilots to be less than poor","Merged"
"Aerodromes – Part 1","010.09 Part 1 Q0025","Which braking action level corresponds to the surface friction coefficient equal to 0.2?","Poor","Good","Medium","Medium to good","Poor","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0026","What kinds of approach can be performed by aircraft using an instrument runway?","Visual and instrument approaches","Visual and instrument approaches","Only instrument approaches","No other answer is correct","Visual and instrument approaches","PDF"
"Aerodromes – Part 1","010.09 Part 1 Q0027","What is the recommended width of a runway when the aerodrome reference code is 4D?","45 m","60 m","30 m","23 m","45 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0028","What is the purpose of a runway strip?","To protect aircraft flying over the runway during take-off or landing and to minimize the potential damage to aircraft running off the runway","To make a runway clearly visible from the air","To protect wildlife from the harmful impact of noise and pollution","To protect aircraft waiting at the holding position from the jet blast","To protect aircraft flying over the runway during take-off or landing and to minimize the potential damage to aircraft running off the runway","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0029","It is recommended that for runways with code number 2, 3, or 4, a runway strip should extend before the threshold and beyond the end of the runway or SWY to a distance of at least _____.","60 m","75 m","40 m","30 m","60 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0030","When a runway strip extends laterally on each side of the runway centre line for 60 m, what is true about the associated runway?","No other answer is correct","The associated runway might be an instrument runway with code number 4","The associated runway might be an instrument runway with code number 2","The associated runway might be a non-instrument runway with code number 3","No other answer is correct","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0031","It is recommended that for _____, the portion of the runway strip within at least _____ from the centre line should provide a graded area.","instrument runways with code number 1 or 2; 40 m","instrument runways with code number 3 or 4; 60 m","instrument runways with code number 1 or 2; 60 m","instrument runways with code number 3 or 4; 40 m","instrument runways with code number 1 or 2; 40 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0032","Where should a RESA be located?","At the end of a runway strip","At the end of a runway","Between the end of a runway and the end of a runway strip","A the end of the TODA","At the end of a runway strip","PDF"
"Aerodromes – Part 1","010.09 Part 1 Q0033","What does the abbreviation RESA mean?","Runway End Safety Area","Runway Enhanced Safety Area","Runway Enhanced Security Area","Runway End Security Area","Runway End Safety Area","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0034","A Radio Altimeter Operating Area (RAOA) and should extend laterally to a distance of at least _____ on each side of the runway centre line.","60m","65 m","60 m","50 m","60m","Merged"
"Aerodromes – Part 1","010.09 Part 1 Q0035","Which of the following statements is true? Select the most complete answer.","All answers are correct","It is recommended that an aerodrome with code letter C, which is going to serve aircraft with a wheelbase of less than 18 m, should have TWYs of at least 15 m wide","It is recommended that an aerodrome with code letter A should have TWYs of at least 7.5 m wide.","It is recommended that an aerodrome with code letter D, which is going to serve aircraft with a wheelspan of less than 9 m, should have TWYs of at least 18 m wide
Correct","All answers are correct","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0036","Holding bays should be provided within a taxiway system when the traffic density at an aerodrome is considered to be _____.","medium or high","medium or high","very high","high or very high","medium or high","PDF"
"Aerodromes – Part 1","010.09 Part 1 Q0037","What should be the minimum distance between the centreline of a non-instrument runway with code number 2 and a holding bay?","40 m","30 m","50 m","75 m","40 m","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0038","What is the normal taxiing speed for runways with code number 3 or 4?","93 km/h","65 km/h","83 km/h","75 km/h","93 km/h","Evionica"
"Aerodromes – Part 1","010.09 Part 1 Q0039","The intersection angle between the rapid-exit taxiway and the runway _____, and the radius of the turn-off curve of such an exit should be at least _____.","cannot be greater than 45° and less than 25°; 550 m for runways with code numbers 3 and 4, and 275 m for runways with code numbers 1 and 2","cannot be greater than 30° and less than 15°; 560 m for runways with code numbers 3 and 4, and 375 m for runways with code numbers 1 and 2","cannot be greater than 30° and less than 25°; 550 m for runways with code numbers 3 and 4, and 275 m for runways with code numbers 1 and 2","cannot be greater than 45° and less than 15°; 560 m for runways with code numbers 3 and 4, and 375 m for runways with code numbers 1 and 2","cannot be greater than 45° and less than 25°; 550 m for runways with code numbers 3 and 4, and 275 m for runways with code numbers 1 and 2","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0001","Which statement is true concerning an aerodrome wind-direction indicator? Select the most complete answer.","The location of a wind-direction indicator should be marked with a white circle of a 15 m diameter","At least 2 wind-direction indicators should be installed for each runway of the aerodrome","The colours of a wind-direction indicator are standardised, and it can only be orange-white or red-white","All answers are correct","The location of a wind-direction indicator should be marked with a white circle of a 15 m diameter","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0002","What light colours must an aerodrome signalling lamp be able to produce?","White, red, and green","Red, yellow, and green","Steady white and flashing white","Either red, green or white","White, red, and green","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0003","What is a signal area?","The area where ground symbols providing visual information regarding the aerodrome conditions to over-flying aircraft are presented","A yellow-background space used for presenting visual information on an aerodrome building where the ATS reporting office is placed","The area from which the ATC will send light signals to aircraft in case of a radiocommunication failure","No other answer is correct","The area where ground symbols providing visual information regarding the aerodrome conditions to over-flying aircraft are presented","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0004","What is the meaning of the aerodrome visual ground signal presented in the picture?","The aircraft’s movements are restricted to paved surfaces during take-off and landing only; ground movements are not confined to the hard surfaces","Special precautions must be taken during approach or landing due to the bad state of the manoeuvring area","The aircraft’s movements during taxiing, take-off and landing are restricted to paved surfaces only","Right hand traffic pattern is in use at the aerodrome","The aircraft’s movements are restricted to paved surfaces during take-off and landing only; ground movements are not confined to the hard surfaces","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0005","Regarding the aerodrome markings, which elements are marked in yellow? Select the most complete answer.","All answers are correct","Runway turn pads","Aircraft stands","Taxiways","All answers are correct","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0006","Consider an aerodrome with three parallel runways. What should the runway designators look like?","27L/09R, 27C/09C, 27R/09L","27L/09R, 27C/09C, 27R/09L","27L/09R, 27/09, 27R/09L","27L/09L, 27C/09C, 27R/09R","27L/09R, 27C/09C, 27R/09L","PDF"
"Aerodromes – Part 2","010.09 Part 2 Q0007","Consider an aerodrome with four parallel runways. What should the runway designators look like?","27L/09R, 27R/09L, 28L/10R, 28R/10L","27L/09R, 27C/09C, 28/10, 27R/09L","27L/09L, 27/09, 27R/09R, 28/10","27L/09L, 27C/09C, 27R/09R, 28/10","27L/09R, 27R/09L, 28L/10R, 28R/10L","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0008","Which statement is true concerning the runway threshold markings?","The number of stripes depends on the runway width","The number of stripes depends on the runway Landing Distance Available (LDA)","The runway designator has to be placed before the threshold markings at all times","The distance between the runway threshold and the threshold markings depends on the runway width","The number of stripes depends on the runway width","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0009","Which statement is true concerning the runway aiming point markings?","The distance between the runway threshold and the aiming point markings depends on the runway Landing Distance Available (LDA)","The aiming point markings have to be placed before the runway designator at all times","The distance between the runway threshold and the aiming point markings depends on the runway Landing Distance Available (LDA)","The distance between the runway threshold and the aiming point markings depends on the runway width","The distance between the runway threshold and the aiming point markings depends on the runway Landing Distance Available (LDA)","PDF"
"Aerodromes – Part 2","010.09 Part 2 Q0010","What is the number of pairs of the touchdown zone markings correlated with?","The runway Landing Distance Available (LDA)","The runway width","The runway Take-Off Distance Available (TODA)","The runway instrument approach category","The runway Landing Distance Available (LDA)","PDF"
"Aerodromes – Part 2","010.09 Part 2 Q0011","What is the distance between the successive pairs of the touchdown zone markings, as well as between the threshold and the first pair of the touchdown zone markings?","150 m","300 m","The distance between the markings depends on the Landing Distance Available (LDA)","The distance between the markings depends on the runway width","150 m","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0012","When is the runway side stripe marking necessary?","When there is no contrast between the runway and the surrounding terrain","Stopway (SWY)","Runway strip","Incorrect","When there is no contrast between the runway and the surrounding terrain","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0013","What should be the colour of the taxiway centreline markings?","Yellow","White","Red","Blue","Yellow","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0014","Which of the presented taxiways may lead to a CAT III instrument runway?","2.","3","1","4","2.","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0015","Where can holding position markings be placed? Select the most complete answer.","All answers are correct","At the exit boundary of a de-/anti-icing stand","At a runway holding point","At taxiway intersection","All answers are correct","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0016","Concerning the apron lead-in lines, which type of the lead-in line gives correct guidance to one aircraft type only?","Offset lead-in line","Straight lead-in line","Simple lead-in line","Curved lead-in line","Offset lead-in line","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0017","What is the general name of the apron taxi lines shown in the picture?","Offset lead-out lines","Apron lead-in lines","Curved lead-out lines","Simple lead-in lines","Offset lead-out lines","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0018","What do apron safety lines serve for?","Apron safety lines define the areas that can be used by ground vehicles and servicing equipment to provide safe separation from the aircraft","Apron safety lines mark the areas that cannot be accessed by the passengers boarding the aircraft","Apron safety lines warn a taxiing aircraft that it is approaching a hotspot","Apron safety lines warn a taxiing aircraft that it is approaching a runway","Apron safety lines define the areas that can be used by ground vehicles and servicing equipment to provide safe separation from the aircraft","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0019","What has to be done when it is impracticable to place a runway identification sign associated with a runway holding position?","Mandatory instruction markings have to be painted on the taxiway surface","No other answer is correct","A red stopbar has to be placed instead of the signs","Mandatory instruction markings have to be painted on the taxiway surface","Mandatory instruction markings have to be painted on the taxiway surface","PDF"
"Aerodromes – Part 2","010.09 Part 2 Q0020","How are locations indicated by aerodrome information markings?","By black markings with yellow lettering","By yellow markings with black lettering","By black markings with yellow lettering","By black markings with white lettering","By black markings with yellow lettering","PDF"
"Aerodromes – Part 2","010.09 Part 2 Q0021","How are directions indicated by aerodrome information markings?","By yellow markings with black lettering","By red markings with white lettering","By black markings with yellow lettering","By a yellow dashed line","By yellow markings with black lettering","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0022","What types of signs are used at aerodromes?","Information signs and mandatory instruction signs","Information signs and warning signs","Warning signs and safety signs","No other answer is correct","Information signs and mandatory instruction signs","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0023","Which statement is true concerning the illumination of aerodrome signs? Select the most complete answer.","The illumination of signs needs to be installed in all cases when the instrument runway will be used at night","The illumination of signs needs to be installed if the runway is meant for use in low visibility conditions with RVR less than 400 m","The illumination of signs needs to be installed if the runway is meant for use in poor weather conditions with ceiling lower than 800 ft","All answers are correct","The illumination of signs needs to be installed in all cases when the instrument runway will be used at night","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0024","Runway holding position signs are _____.","mandatory instruction signs","runway designation signs","warning signs","mandatory instruction signs","mandatory instruction signs","PDF"
"Aerodromes – Part 2","010.09 Part 2 Q0025","What does an instrument runway holding position sign indicate?","The border of the ILS/MLS critical area","The sign indicates the direction towards a runway","The sign indicates the direction towards a runway intersection","No other answer is correct","The border of the ILS/MLS critical area","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0026","Which of the following is not an information sign?","No entry sign","Intersection take-off sign","Location sign","Direction sign","No entry sign","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0027","What is the meaning of the aerodrome sign presented in the picture?","The sign indicates the direction towards two different runways","The sign indicates the direction towards a runway","The sign indicates the direction towards two different runways","No other answer is correct","The sign indicates the direction towards two different runways","PDF"
"Aerodromes – Part 2","010.09 Part 2 Q0028","What does the presented aerodrome sign indicate?","The Take-Off RUN Available (TORA) for an intersection take-off","The Accelerate Stop Distance Available (ASDA) for an intersection take-off","The total runway length","The length of the longest runway at the aerodrome","The Take-Off RUN Available (TORA) for an intersection take-off","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0029","What should be the colour of the taxiway edge markers?","Retroreflective blue","Retroreflective yellow","Retroreflective white","Retroreflective green","Retroreflective blue","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0030","Which picture shows an unpaved taxiway edge marker?","4","3","2","1","4","Evionica"
"Aerodromes – Part 2","010.09 Part 2 Q0031","What is the normal taxiing speed for runways with code number 3 or 4?","93 km/h","65 km/h","83 km/h","75 km/h","93 km/h","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0001","When should an aerodrome beacon be provided at an aerodrome?","If the aerodrome is intended for use by VFR flights and at night","If the aerodrome is intended for use by IFR flights","If the aerodrome is intended for use during the day only","If the aerodrome is located at the seashore","If the aerodrome is intended for use by VFR flights and at night","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0002","When do the aeronautical ground lights need to be illuminated?","During the period of time at which the geometric centre of the sun is at least 6° below the horizon","24 hours a day","From astronomical sunrise to astronomical sunset","From astronomical sunset to astronomical sunrise","During the period of time at which the geometric centre of the sun is at least 6° below the horizon","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0003","Which of the presented pictures shows a CAT I approach lighting system?","1","2","3","4","1","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0004","Considering a simple approach lighting system, how far beyond the runway should the fixed lights marking the extension of the runway centreline reach?","At least 420 m","At least 420 m","At least 620 m","At least 300 m","At least 420 m","PDF"
"Aerodromes – Part 3","010.09 Part 3 Q0005","Considering a CAT I precision approach lighting system, what is the distance between each pair of crossbars?","150 m","90 m","30 m","300 m","150 m","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0006","What is the full length of a CAT II/III precision approach lighting system?","900 m","420 m","300 m","No other answer is correct","900 m","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0007","Which statement is true concerning the CAT II/III precision approach lighting system? Select the most complete answer.","If the centre line is made of barrettes, each of them should be supplemented by a flashlight flashing in a sequence that begins with the outermost light and progresses toward the threshold","The centre line beyond 300 m from the threshold may never be comprised of single light sources for CAT II/III operations","If red sidebars are provided at the initial 270 m from the threshold, the first crossbar has to be displaced to 300 m from threshold","All answers are correct","If the centre line is made of barrettes, each of them should be supplemented by a flashlight flashing in a sequence that begins with the outermost light and progresses toward the threshold","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0008","Which of the following is an example of the Visual Approach Slope Indicator Systems? Select the most complete answer.","All answers are correct","T-VASIS","APAPI","PAPI","All answers are correct","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0009","Consider a PAPI indication as shown in the picture. What is the aircraft's position relative to the required glide path?","Too high","Too low","On path","Well above the glide path","Too high","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0010","Consider an APAPI indication as shown in the picture. What is the aircraft's position relative to the required glide path?","Too low","Too high","On path","Well above the glide path","Too low","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0011","Consider a T-VASIS/AT-VASIS indication as shown in the picture. What is the aircraft's position relative to the required glide path?","Somewhat too high","Well above the glide path","Somewhat too low","On path","Somewhat too high","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0012","What is the name of the white lights shown in the picture, that are flashing in a sequence towards the runway?","Runway lead-in lights","Simple approach lighting system","Runway centreline lights","No other answer is correct","Runway lead-in lights","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0013","Where can yellow runway edge lights be installed?","Along the last 600 m of the take-off run, or along the last one-third of the runway length if the TORA is less than 1,800 m","Along the whole edge of a runway","At the intersection of the runway and a taxiway","Along the edge of that part of the runway, which precedes the touchdown zone markings","Along the last 600 m of the take-off run, or along the last one-third of the runway length if the TORA is less than 1,800 m","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0014","Where should the runway threshold lights be placed? Select the most complete answer.","All answers are correct","At the line of the displacement in case of a displaced runway threshold","All answers are correct","As close to the runway end as possible","All answers are correct","PDF"
"Aerodromes – Part 3","010.09 Part 3 Q0015","What are wing bars?","An extension of the runway edge lights of at least 5 lights on each side of the runway","The horizontal elements of a VASI system","No other answer is correct","Apron taxiway lights providing clearance between the aircraft wings and aerodrome utilities","An extension of the runway edge lights of at least 5 lights on each side of the runway","Evionica"
